arm,repeat,sample_ms
pure,1,4.3920
pure,1,4.0890
pure,1,4.6700
pure,1,4.8680
pure,1,4.0840
pure,1,5.1400
pure,1,6.0810
pure,1,4.9090
pure,1,4.6630
pure,1,4.5370
pure,1,4.3430
pure,1,3.9230
pure,1,4.2360
pure,1,4.1700
pure,1,4.3530
pure,1,5.1400
pure,1,6.4560
pure,1,4.6650
pure,1,4.2280
pure,1,5.4190
pure,1,4.4180
pure,1,5.2200
pure,1,3.8860
pure,1,4.0810
pure,1,4.4890
pure,1,3.7500
pure,1,3.8340
pure,1,7.1750
pure,1,4.7610
pure,1,5.1620
pure,1,4.0950
pure,1,5.5070
pure,1,3.6040
pure,1,6.9170
pure,1,4.4200
pure,1,3.7080
pure,1,4.4730
pure,1,4.7610
pure,1,3.9330
pure,1,4.2980
pure,1,3.5240
pure,1,6.8250
pure,1,5.0750
pure,1,5.1920
pure,1,3.3940
pure,1,4.6760
pure,1,3.4370
pure,1,4.4640
pure,1,4.3770
pure,1,5.1920
pure,1,3.9390
pure,1,4.1820
pure,1,4.4550
pure,1,3.8240
pure,1,4.5280
pure,1,3.8390
pure,1,4.1570
pure,1,3.4970
pure,1,4.6330
pure,1,6.6640
pure,1,3.7480
pure,1,3.9860
pure,1,4.0020
pure,1,4.8080
pure,1,4.5570
pure,1,4.9950
pure,1,5.1780
pure,1,4.0930
pure,1,4.0210
pure,1,5.0700
pure,1,4.6320
pure,1,5.2950
pure,1,4.7350
pure,1,5.8830
pure,1,4.1560
pure,1,4.4490
pure,1,4.0420
pure,1,3.9170
pure,1,5.2060
pure,1,3.8840
pure,1,4.1600
pure,1,5.0410
pure,1,4.1910
pure,1,4.4820
pure,1,3.7560
pure,1,5.6560
pure,1,5.2130
pure,1,3.7070
pure,1,4.2270
pure,1,4.9730
pure,1,3.8870
pure,1,3.8840
pure,1,4.1560
pure,1,3.6330
pure,1,4.5890
pure,1,4.7380
pure,1,4.6150
pure,1,5.0010
pure,1,4.1970
pure,1,4.8330
pure,1,4.4280
pure,1,5.3500
pure,1,3.6220
pure,1,4.8480
pure,1,5.0490
pure,1,6.8410
pure,1,4.0730
pure,1,5.1320
pure,1,4.8940
pure,1,3.8940
pure,1,5.6390
pure,1,5.1700
pure,1,4.7530
pure,1,5.9910
pure,1,5.6170
pure,1,5.7630
pure,1,5.2140
pure,1,4.7090
pure,1,4.7740
pure,1,5.2200
pure,1,5.4920
pure,1,5.1300
pure,1,4.0510
pure,1,4.6980
pure,1,4.4250
pure,1,4.3280
pure,2,5.6030
pure,2,4.2790
pure,2,4.2200
pure,2,4.2990
pure,2,3.9880
pure,2,4.4490
pure,2,3.7320
pure,2,4.6950
pure,2,4.6960
pure,2,4.2230
pure,2,4.2090
pure,2,3.7550
pure,2,5.8820
pure,2,3.9620
pure,2,3.7860
pure,2,4.2830
pure,2,4.1060
pure,2,5.8660
pure,2,4.8600
pure,2,4.5770
pure,2,5.1640
pure,2,4.5320
pure,2,4.2020
pure,2,4.2410
pure,2,3.6910
pure,2,6.0360
pure,2,5.0810
pure,2,6.2320
pure,2,4.5980
pure,2,3.6310
pure,2,5.3110
pure,2,3.5390
pure,2,4.0790
pure,2,3.8050
pure,2,4.2180
pure,2,7.3210
pure,2,6.1990
pure,2,6.8980
pure,2,5.3550
pure,2,3.9630
pure,2,4.0250
pure,2,5.1010
pure,2,3.6960
pure,2,3.6260
pure,2,3.6070
pure,2,4.0840
pure,2,3.5780
pure,2,4.0470
pure,2,3.6350
pure,2,4.6810
pure,2,5.5010
pure,2,3.5140
pure,2,5.4220
pure,2,5.4770
pure,2,4.1910
pure,2,5.8560
pure,2,3.9560
pure,2,5.5180
pure,2,3.5480
pure,2,3.9500
pure,2,4.9940
pure,2,3.9260
pure,2,4.4080
pure,2,5.4010
pure,2,3.4690
pure,2,5.1840
pure,2,4.2440
pure,2,5.2700
pure,2,4.9550
pure,2,4.1940
pure,2,5.4770
pure,2,4.3390
pure,2,3.8140
pure,2,4.8860
pure,2,4.2240
pure,2,4.3820
pure,2,4.8880
pure,2,4.0750
pure,2,3.6410
pure,2,4.3550
pure,2,4.6840
pure,2,4.2220
pure,2,6.1010
pure,2,3.5520
pure,2,5.8080
pure,2,4.5800
pure,2,4.6970
pure,2,3.8130
pure,2,4.6950
pure,2,3.9830
pure,2,4.8240
pure,2,4.6240
pure,2,4.9630
pure,2,6.1320
pure,2,4.6170
pure,2,4.7210
pure,2,4.2540
pure,2,3.9250
pure,2,5.5890
pure,2,4.9060
pure,2,5.7560
pure,2,3.8670
pure,2,4.4440
pure,2,3.9370
pure,2,3.3700
pure,2,3.7990
pure,2,5.0230
pure,2,3.7450
pure,2,3.8130
pure,2,3.6940
pure,2,4.2850
pure,2,3.8210
pure,2,4.2040
pure,2,4.1580
pure,2,4.4610
pure,2,3.9950
pure,2,4.6600
pure,2,4.5460
pure,2,3.3710
pure,2,5.2370
pure,2,3.8140
pure,2,3.3130
pure,2,3.7200
pure,2,5.0180
pure,2,4.8520
pure,2,3.7020
pure,2,5.4890
pure,2,4.2010
pure,2,4.2620
pure,2,5.1540
pure,2,4.7000
pure,2,3.6170
pure,2,4.9160
pure,2,4.9610
pure,2,4.1870
pure,2,3.8760
pure,2,3.9080
pure,2,4.2280
pure,2,4.2480
pure,2,4.0400
pure,2,5.9830
pure,2,5.0510
pure,2,4.3940
pure,2,5.3110
pure,2,4.9850
pure,2,5.9680
pure,2,4.3130
pure,2,6.1630
pure,2,4.8520
pure,2,4.2400
pure,2,4.0740
pure,2,3.3980
pure,2,3.6100
pure,2,4.7850
pure,2,5.5760
pure,2,3.6910
pure,2,3.7090
pure,2,4.7480
pure,2,5.6110
pure,2,4.1560
pure,2,4.2590
pure,2,3.7290
pure,2,4.1420
pure,2,4.4830
pure,2,4.3690
pure,2,4.1290
pure,2,5.9240
pure,2,4.5770
pure,2,3.9920
pure,2,6.4870
pure,2,3.5680
pure,2,3.7590
pure,2,4.7270
pure,2,4.3220
pure,2,4.1340
pure,2,4.2050
pure,2,5.0250
pure,2,4.3100
pure,2,6.2200
pure,2,3.5680
pure,2,3.6490
pure,2,4.4950
pure,2,4.4770
pure,2,3.6820
pure,2,4.2930
pure,2,4.1160
pure,2,4.4710
pure,2,3.4450
pure,2,4.5820
pure,2,3.5510
pure,2,3.8520
pure,2,4.5610
pure,2,4.3080
pure,2,4.8880
pure,2,3.8850
pure,2,5.4150
pure,2,5.5340
pure,2,4.5560
pure,2,4.8810
pure,2,4.5530
pure,3,4.1450
pure,3,3.3290
pure,3,4.4270
pure,3,4.2020
pure,3,3.9990
pure,3,4.5200
pure,3,3.9390
pure,3,4.1450
pure,3,3.9000
pure,3,5.5780
pure,3,4.0460
pure,3,3.9440
pure,3,4.0180
pure,3,4.0750
pure,3,4.6560
pure,3,4.5270
pure,3,4.1340
pure,3,3.6730
pure,3,3.8210
pure,3,3.7330
pure,3,4.4890
pure,3,3.6380
pure,3,4.2170
pure,3,4.1160
pure,3,4.2990
pure,3,5.7000
pure,3,4.1120
pure,3,4.2470
pure,3,4.8060
pure,3,4.4660
pure,3,3.6070
pure,3,4.5370
pure,3,5.5290
pure,3,4.3050
pure,3,4.0840
pure,3,4.2770
pure,3,5.0250
pure,3,4.8580
pure,3,4.3690
pure,3,6.1780
pure,3,4.1720
pure,3,4.0980
pure,3,5.8000
pure,3,6.9890
pure,3,3.8180
pure,3,5.0740
pure,3,3.6190
pure,3,3.7830
pure,3,4.9810
pure,3,5.0170
pure,3,3.7720
pure,3,4.6850
pure,3,3.7160
pure,3,3.8140
pure,3,5.8850
pure,3,3.4530
pure,3,4.1430
pure,3,4.7840
pure,3,3.8840
pure,3,4.0520
pure,3,3.9600
pure,3,3.9780
pure,3,3.9270
pure,3,4.8610
pure,3,5.0020
pure,3,3.9170
pure,3,4.1220
pure,3,5.9280
pure,3,4.7440
pure,3,3.3620
pure,3,4.0710
pure,3,3.7780
pure,3,4.6120
pure,3,3.7740
pure,3,3.4820
pure,3,5.1630
pure,3,3.5360
pure,3,3.9260
pure,3,3.9750
pure,3,3.9510
pure,3,3.9250
pure,3,3.6440
pure,3,4.4110
pure,3,4.8280
pure,3,4.4550
pure,3,4.1970
pure,3,5.4440
pure,3,4.9190
pure,3,3.4240
pure,3,5.9910
pure,3,5.6830
pure,3,4.0720
pure,3,4.5100
pure,3,6.0800
pure,3,4.9260
pure,3,4.3830
pure,3,4.5120
pure,3,3.4520
pure,3,5.1460
pure,3,4.7080
pure,3,4.1320
pure,3,4.3650
pure,3,3.3700
pure,3,4.1080
pure,3,4.0410
pure,3,4.7930
pure,3,5.1540
pure,3,8.1630
pure,3,4.9390
pure,3,3.8860
pure,3,5.6570
pure,3,5.4360
pure,3,3.6880
pure,3,4.8520
pure,3,4.4740
pure,3,3.5900
pure,3,3.6830
pure,3,3.3620
pure,3,3.4340
pure,3,3.7290
pure,3,4.0820
pure,3,4.1270
pure,3,3.9800
pure,3,3.7010
pure,3,4.4380
pure,3,3.8210
pure,3,4.4500
pure,3,3.4370
pure,3,3.8310
pure,3,5.0480
pure,3,4.9750
pure,3,4.6570
pure,3,4.5180
pure,3,5.1060
pure,3,3.2330
pure,3,3.6470
pure,3,4.0180
pure,3,4.6300
pure,3,3.8660
pure,3,4.4680
pure,3,4.6160
pure,3,5.0710
pure,3,3.7860
pure,3,4.2310
pure,3,4.5950
pure,3,3.7260
pure,3,6.0670
pure,3,5.9540
pure,3,4.8720
pure,3,3.9890
pure,3,3.4940
pure,3,3.9910
pure,3,5.4670
pure,3,5.2580
pure,3,3.9140
pure,3,8.2170
pure,3,4.6730
pure,3,3.7630
pure,3,3.6150
pure,3,3.7550
pure,3,4.8410
pure,3,5.8440
pure,3,4.5330
pure,3,4.1670
pure,3,3.7930
pure,3,4.5110
pure,3,5.2100
pure,3,7.9680
pure,3,5.6900
pure,3,4.1050
pure,3,4.4090
pure,3,6.0190
pure,3,5.0660
pure,3,3.8270
pure,3,4.2960
pure,3,5.0980
pure,3,4.3430
pure,3,4.5800
pure,3,5.7480
pure,3,3.5780
pure,3,4.1780
pure,3,4.6850
pure,3,3.7430
pure,3,3.9910
pure,3,3.7640
pure,3,4.0730
pure,3,5.5710
pure,3,5.9590
pure,3,4.1040
pure,3,3.4990
pure,3,5.7210
pure,3,4.2010
pure,3,3.8340
pure,3,3.7250
pure,3,3.7880
pure,3,3.9820
pure,3,3.4710
pure,3,5.0130
pure,3,6.0440
pure,3,4.1460
