seq,arm,repeat,connect_ms,handshake_ms
8,deployed,2,10.6280,21.5260
8,deployed,2,11.5090,19.3100
8,deployed,2,10.6040,23.6070
8,deployed,2,10.5210,22.0720
8,deployed,2,10.4810,18.8850
8,deployed,2,10.5510,20.5080
8,deployed,2,11.4460,19.2490
8,deployed,2,11.0670,17.5340
8,deployed,2,10.6630,19.3910
8,deployed,2,10.3820,19.8370
8,deployed,2,11.4510,21.2570
8,deployed,2,11.1310,20.1150
8,deployed,2,11.5630,18.8690
8,deployed,2,10.2750,21.0490
8,deployed,2,10.5960,20.7200
8,deployed,2,10.9460,20.7320
8,deployed,2,11.6400,19.4630
8,deployed,2,10.9580,18.1520
8,deployed,2,10.6850,19.0780
9,classical,3,11.1670,13.8740
9,classical,3,10.7990,14.3440
9,classical,3,11.5180,14.7020
9,classical,3,10.7530,14.4250
9,classical,3,10.8190,14.3810
9,classical,3,11.5190,13.8600
9,classical,3,11.4600,14.4080
9,classical,3,11.2160,14.4170
9,classical,3,11.0360,14.4610
9,classical,3,11.2350,15.6430
9,classical,3,10.9540,16.5930
9,classical,3,11.2440,14.3060
9,classical,3,11.1030,14.2560
9,classical,3,12.2730,13.8450
9,classical,3,11.1740,14.6550
9,classical,3,10.9970,14.5130
9,classical,3,11.7160,15.8030
9,classical,3,10.9900,14.3680
9,classical,3,11.2210,15.2850
9,classical,3,11.2180,14.4840
9,classical,3,10.9830,14.4200
9,classical,3,11.1090,14.4720
9,classical,3,10.9110,14.6370
9,classical,3,10.7190,16.1420
9,classical,3,10.9940,13.1300
9,classical,3,10.4880,14.7180
9,classical,3,10.9050,14.1850
9,classical,3,11.3110,14.2070
9,classical,3,11.9200,16.2200
9,classical,3,11.6700,16.4500
9,classical,3,11.7220,15.3690
9,classical,3,11.8280,15.9340
9,classical,3,11.2970,14.0340
9,classical,3,10.9570,14.2840
9,classical,3,11.6750,15.0420
9,classical,3,11.0610,14.6640
9,classical,3,11.7100,14.6790
9,classical,3,11.4290,15.0860
9,classical,3,11.4290,14.5980
9,classical,3,11.8840,14.7420
9,classical,3,11.4410,14.3790
9,classical,3,11.2070,14.3190
9,classical,3,12.0210,15.2600
9,classical,3,11.1230,15.2590
9,classical,3,11.4800,14.3180
9,classical,3,11.6540,15.4390
9,classical,3,11.3340,15.1380
9,classical,3,11.5030,15.5570
9,classical,3,11.7580,14.4390
9,classical,3,11.5420,14.2540
9,classical,3,11.7710,14.4780
9,classical,3,11.4960,14.5020
9,classical,3,11.8430,14.4490
9,classical,3,11.1720,14.4320
9,classical,3,11.8980,14.7800
9,classical,3,11.9770,14.4950
9,classical,3,10.7470,14.5840
9,classical,3,10.5920,15.0630
9,classical,3,12.0890,15.1050
9,classical,3,11.6280,14.4020
9,classical,3,11.7980,15.8510
9,classical,3,11.3190,14.5400
9,classical,3,11.3790,16.5990
9,classical,3,10.9180,15.5270
9,classical,3,11.6810,15.4280
9,classical,3,11.8220,15.3070
9,classical,3,11.8920,14.7560
9,classical,3,10.7420,14.6320
9,classical,3,11.3590,14.8730
9,classical,3,10.7470,14.5540
9,classical,3,11.5570,13.8800
9,classical,3,11.0030,14.9410
9,classical,3,10.8500,14.2090
9,classical,3,11.5950,14.5030
9,classical,3,11.1710,14.1910
9,classical,3,11.6700,14.7550
9,classical,3,11.8240,15.2320
9,classical,3,11.2470,15.3370
9,classical,3,11.3380,14.1190
9,classical,3,10.9300,14.5550
9,classical,3,11.2970,17.7710
9,classical,3,11.8750,14.5800
9,classical,3,11.5370,15.2080
9,classical,3,11.3090,14.7840
9,classical,3,11.5960,15.1210
9,classical,3,10.6970,14.4280
9,classical,3,10.7590,17.0760
9,classical,3,12.0680,14.2690
9,classical,3,11.1390,15.1700
9,classical,3,11.2980,14.4840
9,classical,3,11.8000,14.1970
9,classical,3,11.7600,14.5070
9,classical,3,11.7860,15.9100
9,classical,3,11.1960,15.0220
9,classical,3,11.8170,14.2500
9,classical,3,10.8050,14.4920
9,classical,3,11.2660,14.2100
9,classical,3,12.5250,14.0240
9,classical,3,11.6130,15.6170
9,classical,3,10.9900,14.3310
10,hybrid,3,11.3300,18.4200
10,hybrid,3,11.1640,19.3430
10,hybrid,3,11.1680,19.5350
10,hybrid,3,11.6610,19.2750
10,hybrid,3,10.6500,19.6580
10,hybrid,3,11.3720,19.0280
10,hybrid,3,11.0190,19.3600
10,hybrid,3,11.3220,21.1020
10,hybrid,3,11.8450,18.0850
10,hybrid,3,11.3080,17.2590
10,hybrid,3,12.2400,19.0010
10,hybrid,3,11.7590,21.0800
10,hybrid,3,11.9990,17.5540
10,hybrid,3,11.8220,20.3250
10,hybrid,3,11.4610,19.7190
10,hybrid,3,11.1590,17.8390
10,hybrid,3,11.1010,18.1710
10,hybrid,3,10.9450,19.2970
10,hybrid,3,11.4230,19.2070
10,hybrid,3,11.9080,19.0080
10,hybrid,3,10.5800,18.7730
10,hybrid,3,11.7190,20.1310
10,hybrid,3,11.1670,18.2730
10,hybrid,3,11.7930,18.4690
10,hybrid,3,11.1040,17.7160
10,hybrid,3,11.9830,19.2630
10,hybrid,3,11.6070,19.5340
10,hybrid,3,11.7640,19.3150
10,hybrid,3,11.6670,19.8420
10,hybrid,3,11.2620,18.1040
10,hybrid,3,11.4630,18.1330
10,hybrid,3,11.1320,19.5370
10,hybrid,3,11.3850,19.0300
10,hybrid,3,11.5110,18.4550
10,hybrid,3,11.6420,18.0670
10,hybrid,3,10.7580,19.5860
10,hybrid,3,10.7890,19.5420
10,hybrid,3,11.5110,18.8320
10,hybrid,3,11.6130,18.2890
10,hybrid,3,10.7210,18.3660
10,hybrid,3,10.3540,17.8270
10,hybrid,3,18.2280,21.8280
10,hybrid,3,10.6600,18.0980
10,hybrid,3,11.6810,17.7480
10,hybrid,3,11.4620,18.6620
10,hybrid,3,11.4090,19.2000
10,hybrid,3,11.7490,18.3510
10,hybrid,3,11.3760,17.9820
10,hybrid,3,11.1200,18.6120
10,hybrid,3,10.5980,18.7460
10,hybrid,3,11.8260,18.7510
10,hybrid,3,11.5240,17.8780
10,hybrid,3,10.7010,19.3050
10,hybrid,3,12.8050,19.7140
10,hybrid,3,11.1160,20.6270
10,hybrid,3,10.8660,18.5780
10,hybrid,3,10.9870,18.8960
10,hybrid,3,11.3600,19.8460
10,hybrid,3,10.8580,18.2110
10,hybrid,3,11.0050,18.0850
10,hybrid,3,11.2400,59.0150
10,hybrid,3,14.1160,21.3650
10,hybrid,3,11.1630,18.3450
10,hybrid,3,11.8960,20.1290
10,hybrid,3,11.2560,20.8450
10,hybrid,3,10.8390,18.6110
10,hybrid,3,11.7260,18.1990
10,hybrid,3,10.4480,20.4400
10,hybrid,3,10.7530,22.9210
10,hybrid,3,11.1820,18.1850
10,hybrid,3,11.0070,18.3290
10,hybrid,3,10.3390,19.1350
10,hybrid,3,11.0840,20.6660
10,hybrid,3,11.1250,18.7780
10,hybrid,3,10.9270,19.5650
10,hybrid,3,11.0170,18.5050
10,hybrid,3,11.3640,17.7390
10,hybrid,3,11.1830,21.5150
10,hybrid,3,10.9820,18.3690
10,hybrid,3,10.9550,21.7510
10,hybrid,3,10.6540,20.0520
10,hybrid,3,11.4250,20.2770
10,hybrid,3,10.8960,18.9730
10,hybrid,3,11.4540,18.8960
10,hybrid,3,11.8640,18.5220
10,hybrid,3,10.9690,19.1350
10,hybrid,3,10.7130,18.4490
10,hybrid,3,10.7450,19.1400
10,hybrid,3,10.6460,19.3170
10,hybrid,3,11.4800,18.3610
10,hybrid,3,11.0920,18.9060
10,hybrid,3,11.1460,18.8350
10,hybrid,3,10.9060,18.5810
10,hybrid,3,11.1870,18.0970
10,hybrid,3,11.2610,19.4120
10,hybrid,3,11.6010,19.2930
10,hybrid,3,10.8650,19.3800
10,hybrid,3,11.0970,19.8040
10,hybrid,3,11.0840,21.0610
10,hybrid,3,11.4370,18.4610
11,pure,3,10.8270,18.8780
11,pure,3,13.2980,19.6030
11,pure,3,10.3760,18.4190
11,pure,3,10.4730,18.2940
11,pure,3,10.7240,18.2450
11,pure,3,11.1020,19.9070
11,pure,3,10.6850,21.1780
11,pure,3,11.4460,18.6800
11,pure,3,11.2450,17.9700
11,pure,3,11.1560,19.0160
11,pure,3,10.9990,34.8770
11,pure,3,11.1790,20.3760
11,pure,3,11.8370,20.5840
11,pure,3,11.6160,19.9910
11,pure,3,11.8660,21.6210
11,pure,3,11.0080,17.8990
11,pure,3,10.8560,21.5320
11,pure,3,11.3540,18.2540
11,pure,3,10.6690,18.8840
11,pure,3,11.2320,19.4660
11,pure,3,12.5290,17.9660
11,pure,3,10.8930,18.3770
11,pure,3,11.3790,19.8800
11,pure,3,11.3430,20.5850
11,pure,3,11.6680,19.6940
11,pure,3,11.0240,21.9670
11,pure,3,10.6350,20.0610
11,pure,3,10.5670,19.5680
11,pure,3,10.5060,20.6440
11,pure,3,11.0520,18.4240
11,pure,3,10.8160,20.1790
11,pure,3,10.4920,19.6750
11,pure,3,11.0410,19.6190
11,pure,3,11.0630,20.6090
11,pure,3,11.0590,19.8790
11,pure,3,10.8530,19.9760
11,pure,3,11.0600,19.0130
11,pure,3,11.6670,18.3150
11,pure,3,12.2660,19.3090
11,pure,3,11.6040,17.7330
11,pure,3,11.2280,17.6860
11,pure,3,10.5740,17.8310
11,pure,3,11.7640,19.8530
11,pure,3,11.1640,18.1910
11,pure,3,12.5950,20.0110
11,pure,3,11.2480,18.9120
11,pure,3,11.4890,20.7700
11,pure,3,11.4470,18.3560
11,pure,3,11.1830,20.2350
11,pure,3,11.0820,18.5940
11,pure,3,10.9080,17.4390
11,pure,3,11.3370,19.3950
11,pure,3,10.7960,17.6900
11,pure,3,11.1930,18.2440
11,pure,3,11.5630,18.6860
11,pure,3,11.7900,19.7980
11,pure,3,10.7640,20.5680
11,pure,3,11.9110,20.0490
11,pure,3,13.3710,19.3960
11,pure,3,10.9740,17.8760
11,pure,3,11.6010,19.4940
11,pure,3,12.4230,18.5290
11,pure,3,10.5300,22.8270
11,pure,3,11.1650,18.5990
11,pure,3,11.7470,17.9650
11,pure,3,11.1310,19.0680
11,pure,3,10.8690,17.3220
11,pure,3,11.3860,20.8170
11,pure,3,11.1090,19.2390
11,pure,3,11.0250,18.7300
11,pure,3,11.1250,19.7460
11,pure,3,10.9410,19.3930
11,pure,3,10.7610,18.5210
11,pure,3,11.8610,18.6190
11,pure,3,11.6980,18.6810
11,pure,3,10.8140,18.3180
11,pure,3,10.1960,18.6460
11,pure,3,10.8180,17.8510
11,pure,3,11.2290,19.9390
11,pure,3,11.3960,17.8880
11,pure,3,11.7650,124.7000
11,pure,3,11.9760,19.9300
11,pure,3,10.8340,19.5580
11,pure,3,11.2540,19.2260
11,pure,3,11.3660,19.0410
11,pure,3,11.3580,17.9060
11,pure,3,11.6210,19.9810
11,pure,3,11.2040,20.1480
11,pure,3,11.2840,18.9890
11,pure,3,10.6640,18.4310
11,pure,3,10.7310,18.2120
11,pure,3,10.6010,18.0170
11,pure,3,11.3270,19.5250
11,pure,3,10.6720,18.9700
11,pure,3,10.4170,16.9260
11,pure,3,11.2390,20.5000
11,pure,3,10.6280,17.9800
11,pure,3,11.0730,18.0210
11,pure,3,10.8430,21.2780
11,pure,3,10.8350,18.6110
12,deployed,3,11.5010,20.8470
12,deployed,3,11.9660,17.8180
12,deployed,3,11.0580,19.2900
12,deployed,3,10.8420,18.0800
12,deployed,3,11.2650,20.7450
12,deployed,3,11.1070,19.7200
12,deployed,3,10.9620,20.1260
12,deployed,3,11.3250,20.0880
12,deployed,3,11.3070,19.2850
12,deployed,3,11.9760,20.1150
12,deployed,3,11.6140,18.7300
12,deployed,3,11.4900,18.6630
12,deployed,3,10.8400,21.6050
12,deployed,3,10.9240,20.0290
12,deployed,3,11.1750,20.1640
12,deployed,3,11.3970,21.7460
12,deployed,3,11.1750,18.8670
12,deployed,3,10.8960,22.1750
12,deployed,3,10.7350,22.0540
12,deployed,3,11.2620,20.4390
12,deployed,3,11.4760,18.8790
12,deployed,3,11.1950,18.9190
12,deployed,3,11.2240,22.5720
12,deployed,3,11.2450,19.9340
12,deployed,3,11.7990,18.0210
12,deployed,3,12.9630,21.9260
12,deployed,3,11.6940,21.6860
12,deployed,3,11.6020,20.8180
12,deployed,3,11.5010,19.0630
12,deployed,3,12.2010,18.9070
12,deployed,3,11.8100,20.5260
12,deployed,3,11.5860,19.5670
12,deployed,3,10.9740,18.9110
12,deployed,3,11.7020,22.8430
12,deployed,3,11.6940,19.5450
12,deployed,3,11.6110,18.1160
12,deployed,3,11.5510,19.0650
12,deployed,3,11.2490,20.9100
12,deployed,3,11.4630,21.5860
12,deployed,3,11.9010,19.8140
12,deployed,3,11.7520,22.6220
12,deployed,3,11.2470,20.2930
12,deployed,3,11.8200,20.6580
12,deployed,3,11.7350,18.8210
12,deployed,3,11.5550,21.8630
12,deployed,3,11.5930,20.0240
12,deployed,3,10.6820,18.7000
12,deployed,3,11.8140,18.2700
12,deployed,3,11.4210,19.6380
12,deployed,3,11.9910,20.4130
12,deployed,3,10.8960,19.3060
12,deployed,3,12.0120,18.7530
12,deployed,3,11.8670,18.7660
12,deployed,3,11.7600,20.7980
12,deployed,3,11.4530,19.1590
12,deployed,3,11.5690,18.2390
12,deployed,3,11.2760,18.9030
12,deployed,3,12.1780,23.3010
12,deployed,3,11.4030,19.3930
12,deployed,3,11.1480,19.7690
12,deployed,3,11.3350,19.5140
12,deployed,3,11.2230,18.6300
12,deployed,3,11.2450,19.9150
12,deployed,3,11.3500,18.5150
12,deployed,3,11.7520,19.8940
12,deployed,3,11.4350,20.1060
12,deployed,3,11.1490,20.0330
12,deployed,3,11.5480,18.6380
12,deployed,3,11.8020,18.0510
12,deployed,3,11.3170,18.1130
12,deployed,3,11.5750,17.9900
12,deployed,3,10.8090,18.1410
12,deployed,3,11.8950,20.3940
12,deployed,3,11.4250,20.6180
12,deployed,3,11.5800,21.9230
12,deployed,3,11.6200,18.8130
12,deployed,3,11.2920,22.5410
12,deployed,3,11.0650,18.3590
12,deployed,3,11.3730,19.2440
12,deployed,3,12.1510,21.2810
12,deployed,3,10.5000,17.9060
12,deployed,3,11.0050,20.4460
12,deployed,3,10.9400,21.9020
12,deployed,3,11.1750,18.5580
12,deployed,3,10.9810,18.4650
12,deployed,3,11.6970,23.3180
12,deployed,3,11.3040,19.5680
12,deployed,3,11.5310,25.0780
12,deployed,3,12.4000,19.9440
12,deployed,3,10.6380,18.9950
12,deployed,3,10.6450,19.9040
12,deployed,3,11.3650,22.9910
12,deployed,3,11.0590,19.5450
12,deployed,3,11.0300,19.3970
12,deployed,3,11.3880,22.3160
12,deployed,3,11.5780,20.3620
12,deployed,3,10.8400,21.6520
12,deployed,3,11.3680,19.4530
12,deployed,3,10.3330,18.9530
12,deployed,3,10.6170,19.8500
13,classical,4,10.9490,14.2470
13,classical,4,13.4740,18.1960
13,classical,4,11.1930,14.5410
13,classical,4,10.9470,16.8750
13,classical,4,11.7080,14.1500
13,classical,4,10.7890,14.5000
13,classical,4,11.8880,14.0680
13,classical,4,11.3540,14.1970
13,classical,4,11.8660,13.9830
13,classical,4,12.0120,15.2630
13,classical,4,11.6750,14.3160
13,classical,4,11.3490,14.5450
13,classical,4,12.1450,15.5260
13,classical,4,12.0110,15.0250
13,classical,4,11.3360,14.9170
13,classical,4,11.2210,14.3610
13,classical,4,11.6460,14.4130
13,classical,4,11.1970,15.3350
13,classical,4,10.7480,14.8800
13,classical,4,11.8470,14.1730
13,classical,4,11.6650,14.3240
13,classical,4,11.5160,15.5720
13,classical,4,11.2900,14.5620
13,classical,4,11.0620,14.3860
13,classical,4,11.7140,14.6730
13,classical,4,11.0050,14.0840
13,classical,4,10.8920,15.1900
13,classical,4,11.3340,14.6890
13,classical,4,10.9210,15.3840
13,classical,4,11.2270,13.9390
13,classical,4,11.5320,14.3090
13,classical,4,11.3400,14.7520
13,classical,4,11.7290,13.8570
13,classical,4,11.3360,14.6970
13,classical,4,11.1060,14.3140
13,classical,4,11.1060,14.3120
13,classical,4,11.0850,14.0100
13,classical,4,11.6440,15.4710
13,classical,4,11.0740,14.6410
13,classical,4,11.1700,14.6260
13,classical,4,10.9720,14.2920
13,classical,4,10.5220,15.7190
13,classical,4,11.9720,14.1410
13,classical,4,11.7890,15.3580
13,classical,4,11.0120,14.6200
13,classical,4,12.0030,14.8590
13,classical,4,11.2630,15.1680
13,classical,4,11.5920,14.5080
13,classical,4,96.2250,21.0500
13,classical,4,12.4270,15.9940
13,classical,4,12.2730,14.6310
13,classical,4,10.9440,14.7640
13,classical,4,11.0510,15.0320
13,classical,4,11.8590,14.2480
13,classical,4,12.2100,15.2150
13,classical,4,11.6720,14.7100
13,classical,4,11.2570,14.8360
13,classical,4,11.2950,14.2730
13,classical,4,11.7090,15.3730
13,classical,4,11.8810,15.0050
13,classical,4,11.7600,15.3560
13,classical,4,18.3830,14.8520
13,classical,4,11.5520,15.0360
13,classical,4,11.3960,15.3390
13,classical,4,11.0350,14.4280
13,classical,4,11.2370,14.1290
13,classical,4,11.5430,14.2400
13,classical,4,11.1380,15.5650
13,classical,4,10.2150,14.5500
13,classical,4,12.5370,15.6130
13,classical,4,11.5860,15.3180
13,classical,4,12.1800,15.1440
13,classical,4,11.6120,14.9390
13,classical,4,11.6820,14.2170
13,classical,4,11.4090,14.4150
13,classical,4,12.3990,15.5030
13,classical,4,11.0440,14.7470
13,classical,4,11.1280,14.3920
13,classical,4,11.7880,14.2170
13,classical,4,12.0790,15.0450
13,classical,4,11.5200,15.4320
13,classical,4,11.9630,14.6060
13,classical,4,11.0440,14.7840
13,classical,4,11.0420,14.4400
13,classical,4,11.9000,15.2400
13,classical,4,11.5930,14.2120
13,classical,4,11.7540,14.2740
13,classical,4,12.0710,14.3110
13,classical,4,11.0450,15.3680
13,classical,4,12.6270,14.6770
13,classical,4,10.9370,14.6200
13,classical,4,12.0000,15.4460
13,classical,4,12.0920,14.9740
13,classical,4,11.7210,15.9350
13,classical,4,12.0840,14.3100
13,classical,4,11.6330,13.9660
13,classical,4,11.4460,14.7100
13,classical,4,11.8820,14.2980
13,classical,4,11.1090,14.3820
13,classical,4,11.6400,14.4010
14,hybrid,4,11.7030,20.5130
14,hybrid,4,12.2040,17.5560
14,hybrid,4,11.1210,18.9070
14,hybrid,4,12.0050,18.8250
14,hybrid,4,11.6710,18.0530
14,hybrid,4,10.7480,19.7170
14,hybrid,4,11.0980,17.9770
14,hybrid,4,53.4240,28.7240
14,hybrid,4,12.3230,21.0040
14,hybrid,4,11.7290,18.7710
14,hybrid,4,11.3550,18.3870
14,hybrid,4,11.5100,18.2380
14,hybrid,4,11.5310,19.2780
14,hybrid,4,11.5890,20.8230
14,hybrid,4,11.5290,17.6250
14,hybrid,4,10.7940,19.6130
14,hybrid,4,10.9980,18.5560
14,hybrid,4,11.4810,19.6870
14,hybrid,4,11.1830,19.2980
14,hybrid,4,11.1000,23.4930
14,hybrid,4,12.0870,19.0740
14,hybrid,4,11.6160,19.0430
14,hybrid,4,10.9820,18.7520
14,hybrid,4,11.8370,20.0530
14,hybrid,4,10.7710,18.3590
14,hybrid,4,11.0570,18.0930
14,hybrid,4,11.0330,19.3990
14,hybrid,4,10.6950,19.0590
14,hybrid,4,11.0300,18.2900
14,hybrid,4,11.1720,18.6240
14,hybrid,4,11.7990,20.8960
14,hybrid,4,11.8640,18.7600
14,hybrid,4,11.2270,18.5400
14,hybrid,4,10.8020,18.1020
14,hybrid,4,11.8220,22.0360
14,hybrid,4,11.3540,18.8650
14,hybrid,4,11.1650,20.0050
14,hybrid,4,11.5590,17.8240
14,hybrid,4,11.4910,19.1900
14,hybrid,4,11.8950,18.9700
14,hybrid,4,12.0580,19.9410
14,hybrid,4,11.5560,19.8090
14,hybrid,4,10.5930,20.1930
14,hybrid,4,10.8120,18.1520
14,hybrid,4,10.9400,17.9490
14,hybrid,4,10.8390,17.8280
14,hybrid,4,11.3840,18.0000
14,hybrid,4,11.5640,17.8320
14,hybrid,4,11.3560,19.4280
14,hybrid,4,11.7940,18.2500
14,hybrid,4,11.1830,18.4750
14,hybrid,4,11.3170,19.1590
14,hybrid,4,11.1180,19.2720
14,hybrid,4,11.4260,20.4170
14,hybrid,4,12.1500,18.9300
14,hybrid,4,11.4310,19.5610
14,hybrid,4,12.0630,20.5190
14,hybrid,4,11.3640,19.7300
14,hybrid,4,12.2130,19.8010
14,hybrid,4,11.2810,20.7070
14,hybrid,4,11.8360,18.6570
14,hybrid,4,12.1420,19.3930
14,hybrid,4,11.1090,22.8480
14,hybrid,4,11.5540,18.4330
14,hybrid,4,11.3460,19.4140
14,hybrid,4,11.2450,18.9000
14,hybrid,4,11.0670,19.7490
14,hybrid,4,10.5460,18.1170
14,hybrid,4,11.5070,21.6700
14,hybrid,4,11.2580,19.9120
14,hybrid,4,11.0350,19.5980
14,hybrid,4,11.3340,19.3770
14,hybrid,4,12.1800,17.9230
14,hybrid,4,10.7520,22.0340
14,hybrid,4,10.6920,18.7980
14,hybrid,4,11.1160,18.9020
14,hybrid,4,10.8300,20.5210
14,hybrid,4,12.1940,21.2180
14,hybrid,4,10.8080,20.6400
14,hybrid,4,12.3850,19.0340
14,hybrid,4,10.9820,18.2360
14,hybrid,4,12.2430,19.7090
14,hybrid,4,10.7250,18.0760
14,hybrid,4,10.7480,18.9870
14,hybrid,4,11.0780,19.3370
14,hybrid,4,10.9930,19.6430
14,hybrid,4,11.0480,18.9190
14,hybrid,4,11.4850,18.1270
14,hybrid,4,11.0310,17.9980
14,hybrid,4,10.8810,21.5420
14,hybrid,4,13.1830,19.3980
14,hybrid,4,10.8510,18.5410
14,hybrid,4,11.2720,18.7060
14,hybrid,4,10.9900,21.8130
14,hybrid,4,11.5650,18.1290
14,hybrid,4,11.6750,20.2550
14,hybrid,4,11.5400,19.2330
14,hybrid,4,11.2180,18.8530
14,hybrid,4,10.7010,20.5860
14,hybrid,4,10.8720,18.8240
15,pure,4,11.0880,18.7140
15,pure,4,11.5790,18.9920
15,pure,4,11.5730,19.2100
15,pure,4,11.0970,18.1810
15,pure,4,11.1370,18.3330
15,pure,4,12.4120,18.1030
15,pure,4,10.7460,18.9250
15,pure,4,10.7980,18.5850
15,pure,4,11.3830,19.2510
15,pure,4,10.8760,18.4640
15,pure,4,10.9480,17.9580
15,pure,4,11.4580,18.6520
15,pure,4,12.4770,22.2590
15,pure,4,11.2680,18.5710
15,pure,4,12.7840,19.3050
15,pure,4,10.7670,18.0140
15,pure,4,10.5110,20.5650
15,pure,4,11.8030,18.2010
15,pure,4,11.3270,18.9870
15,pure,4,11.1250,20.6900
15,pure,4,11.8370,18.1900
15,pure,4,11.0610,20.0880
15,pure,4,10.6830,18.1180
15,pure,4,10.5670,18.1260
15,pure,4,11.3370,19.4200
15,pure,4,11.2860,19.2900
15,pure,4,11.2610,19.0770
15,pure,4,85.0580,68.0050
15,pure,4,13.2170,23.8010
15,pure,4,21.8890,19.6990
15,pure,4,12.2620,20.6700
15,pure,4,11.7200,22.5310
15,pure,4,14.7370,20.0030
15,pure,4,11.3870,18.5900
15,pure,4,11.7570,19.9320
15,pure,4,11.0110,18.1470
15,pure,4,11.5040,18.9590
15,pure,4,11.0520,17.8230
15,pure,4,11.2040,19.6710
15,pure,4,10.8200,19.1350
15,pure,4,10.9570,18.3700
15,pure,4,10.9110,18.3630
15,pure,4,10.9920,18.3910
15,pure,4,11.1690,18.5990
15,pure,4,11.8310,19.4170
15,pure,4,11.3280,20.5960
15,pure,4,11.2970,18.8960
15,pure,4,10.9190,18.6890
15,pure,4,11.1590,19.2140
15,pure,4,11.4470,18.8480
15,pure,4,11.0420,18.3780
15,pure,4,11.5630,18.9580
15,pure,4,10.9880,19.0460
15,pure,4,10.9380,18.4820
15,pure,4,11.7560,21.3430
15,pure,4,10.9910,19.3280
15,pure,4,11.5980,19.5080
15,pure,4,11.3450,18.7430
15,pure,4,11.5350,18.7860
15,pure,4,11.0800,17.9770
15,pure,4,10.9040,20.3370
15,pure,4,10.9730,18.5040
15,pure,4,10.9540,18.8410
15,pure,4,11.4000,18.5520
15,pure,4,11.3600,18.5660
15,pure,4,10.7060,19.3890
15,pure,4,10.8000,18.4300
15,pure,4,10.8510,18.4300
15,pure,4,10.9710,19.1720
15,pure,4,10.8660,18.7170
15,pure,4,10.6410,19.0490
15,pure,4,11.5440,18.6040
15,pure,4,11.3550,21.2740
15,pure,4,12.2780,24.3540
15,pure,4,10.7910,18.6080
15,pure,4,10.5540,17.3310
15,pure,4,10.6360,18.9050
15,pure,4,10.4170,18.0720
15,pure,4,10.5090,19.4470
15,pure,4,11.1480,23.6060
15,pure,4,10.6370,18.2120
15,pure,4,10.5550,19.7420
15,pure,4,10.5210,19.6290
15,pure,4,11.2660,18.3150
15,pure,4,11.0960,17.7780
15,pure,4,11.2490,19.6630
15,pure,4,11.2730,17.5180
15,pure,4,10.9030,21.4390
15,pure,4,10.6430,18.9440
15,pure,4,10.3950,17.7420
15,pure,4,11.0670,19.3130
15,pure,4,10.8110,22.2470
15,pure,4,10.2830,19.5920
15,pure,4,10.3850,19.1490
15,pure,4,10.4090,19.5560
15,pure,4,11.0360,19.3350
15,pure,4,10.8050,124.4920
15,pure,4,11.1240,18.8260
15,pure,4,11.1560,18.1530
15,pure,4,10.7900,19.1230
16,deployed,4,11.1500,19.9020
16,deployed,4,11.3550,19.3150
16,deployed,4,11.4310,19.1910
16,deployed,4,11.4630,18.1940
16,deployed,4,11.3420,19.1880
16,deployed,4,11.3080,20.5820
16,deployed,4,14.0650,20.6310
16,deployed,4,13.0620,19.2290
16,deployed,4,11.0420,19.1380
16,deployed,4,11.5180,19.6320
16,deployed,4,11.3180,18.5660
16,deployed,4,11.0790,19.8670
16,deployed,4,11.4170,21.1250
16,deployed,4,10.9590,19.6610
16,deployed,4,10.8110,19.5040
16,deployed,4,11.8940,20.1310
16,deployed,4,11.4700,20.9420
16,deployed,4,11.2840,20.3430
16,deployed,4,11.2630,19.4490
16,deployed,4,10.7920,19.5140
16,deployed,4,10.7650,19.3770
16,deployed,4,10.9110,19.3920
16,deployed,4,11.0550,20.6610
16,deployed,4,11.4760,18.5460
16,deployed,4,11.6490,19.3050
16,deployed,4,11.0570,19.5530
16,deployed,4,11.5970,21.3320
16,deployed,4,10.8660,19.6300
16,deployed,4,11.3630,20.5260
16,deployed,4,11.5310,21.6890
16,deployed,4,11.5210,20.4210
16,deployed,4,13.2700,19.5700
16,deployed,4,10.2960,19.1240
16,deployed,4,11.6150,18.6290
16,deployed,4,11.9030,21.6210
16,deployed,4,10.9280,20.6310
16,deployed,4,10.3390,18.4740
16,deployed,4,11.6640,18.7820
16,deployed,4,11.1320,69.0340
16,deployed,4,13.4390,21.8060
16,deployed,4,11.2890,21.9780
16,deployed,4,10.1270,19.4060
16,deployed,4,11.8410,20.7880
16,deployed,4,11.0900,21.0500
16,deployed,4,11.0750,22.0600
16,deployed,4,10.8740,18.7100
16,deployed,4,10.8570,22.7700
16,deployed,4,12.0450,20.8170
16,deployed,4,11.7830,19.9380
16,deployed,4,11.0470,19.5900
16,deployed,4,11.7200,19.9900
16,deployed,4,10.8720,19.5550
16,deployed,4,11.1930,21.6710
16,deployed,4,11.2480,18.8720
16,deployed,4,10.6880,20.1570
16,deployed,4,12.1380,18.7960
16,deployed,4,11.9060,18.6190
16,deployed,4,11.7880,21.0100
16,deployed,4,11.3110,24.6600
16,deployed,4,10.9640,19.1830
16,deployed,4,11.3650,20.8180
16,deployed,4,11.3640,20.1100
16,deployed,4,11.4770,18.5330
16,deployed,4,10.8980,18.4110
16,deployed,4,11.0180,20.7940
16,deployed,4,12.1270,20.1280
16,deployed,4,11.3030,21.5150
16,deployed,4,11.6630,19.9080
